#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4365.479727173206    All      1.2085152504957746        0.40234443979851875        0.5875615696311343        -0.23637618099602298      
Zeropoint     AB|MEGACAMPSF|i           3786.95681799643     All      1.1683958347556294        0.8155115234394827         -1.1458082639294487       -0.16607819005683422      
Zeropoint     AB|MEGACAMPSF|r           3096.083942807939    All      -1.2865773481176699       -0.20574675703493028       0.5038919156090227        0.37454846368767947       
Check         All|All|All               All                  All      1.0903337371337338        1.0121092062030712         -0.05435477868929173      -0.02790590736517773      
Lambda        AB|MEGACAMPSF|z           4365.479727173206    All      -0.0004681365794581897    -0.00015856748774589898    -0.0004932149853973367    7.882691814750996e-05     
Lambda        AB|MEGACAMPSF|i           3786.95681799643     All      0.0014769440199994606     0.0007799666974708047      -0.0021688141064247907    -0.0003238126563872483    
Lambda        AB|MEGACAMPSF|r           3096.083942807939    All      -0.0017196693502837595    -0.0003026200244274988     0.00018130235389155914    0.00046967027633205353    
MWEBV         All|All|All               All                  All      -0.680457236528737        -1.5790419433024283        0.07941426615907243       -0.2891547075928008       
Redshift      All|All|All               All                  All      2.2070035197393425        0.2126838536687714         1.7781468765306507        -0.5702649980410007       
