#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           4365.479727173206    All      1.107410200808156         0.37030098278414414        0.8392263606438303        -0.20264990443511635       
Zeropoint     AB|MEGACAMPSF|i           3786.95681799643     All      1.0797073403605038        0.8186486820456196         -1.0175042817379956       -0.13044193645374255       
Zeropoint     AB|MEGACAMPSF|r           3096.083942807939    All      -1.192679178591252        -0.19109196020714592       0.1723064040282074        0.3339391517055279         
Check         All|All|All               All                  All      0.9944383625774078        0.9978577046226178         -0.0059715170659578876    0.0008473108166690002      
Lambda        AB|MEGACAMPSF|z           4365.479727173206    All      -0.0003246406113626296    -0.00011413443209623545    -0.0004986398348299109    4.631678237612259e-05      
Lambda        AB|MEGACAMPSF|i           3786.95681799643     All      0.001251173013887181      0.0009759785785783516      -0.002742002590253046     -0.00021200286324869606    
Lambda        AB|MEGACAMPSF|r           3096.083942807939    All      -0.0028051953051649267    -0.000449834499983239      0.00031442466364575787    0.0007812498319547741      
MWEBV         All|All|All               All                  All      -0.6731524505204574       -1.5715715212520465        0.1119544696159491        -0.2876486346560926        
Redshift      All|All|All               All                  All      3.23069347638533          -0.09093322781072999       1.9256550712041014        -0.9960299542153415        
