#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_r 5789.032794733925 All -1.4215935146255079 0.4195018808219757 -22.642862801237865 -0.4107416313752782
Zeropoint AB|SDSS|SDSS_u 3369.157430577188 All -0.1122098992742871 -0.047089887391312146 1.8981411663310364 0.10591705266134428
Zeropoint AB|SDSS|SDSS_z 8346.449349693612 All 0.5817885922602748 -0.015761155803916793 4.303493342845158 -0.0025964690861253747
Zeropoint AB|SDSS|SDSS_i 7020.2140834995225 All 1.8910588296382245 0.8022569643176638 6.380007940589574 -0.06994813598038727
Zeropoint AB|SDSS|SDSS_g 4430.265641312841 All -0.2558560156353691 0.6674944063200652 -0.2539919889775364 0.28943111383241427
Check All|All|All All All 0.6831879923633357 1.8264022082644757 -10.31521234044963 -0.08793806994803233
