#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B 4371.326061982494 All -0.273745326631223 0.4237559203077481 1.158374745797844 0.2788920479196338
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R 6374.941294960478 All 0.6155639088173432 0.026534131737165456 0.22535861210545893 -0.18180965707548208
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V 5395.089331764513 All 0.5115821272146679 0.1981842676569876 -1.0516233014336471 -0.14901311135312378
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I 8247.377496505811 All 0.20940581264278374 -0.010580515376272803 0.5413563444470315 -0.04749853707811505
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U 3658.7622633801852 All -0.2181339978299954 0.1327845476568168 0.010041449969387495 0.1147538189357063
Check All|All|All All All 0.8446725242135765 0.7706783519824452 0.8835078508860748 0.015324561348619176
