#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           4997.028229244338    All      0.7353939249016709        0.1230720066812907         -0.3210368862510027       -0.21377979532142266       
Zeropoint     AB|MEGACAMPSF|r           3543.341306827588    All      -1.9598153654566068       0.030839936685822522       -0.16904500234592446      0.6408782204628788         
Zeropoint     AB|MEGACAMPSF|i           4335.945450840204    All      2.2275719459039185        0.8459889611868832         0.49275341006479456       -0.4280377092958171        
Check         All|All|All               All                  All      1.0031505053489822        0.9999009045539964         0.0026715214678674215     -0.0009392841543609531     
Lambda        AB|MEGACAMPSF|z           4997.028229244338    All      -5.669188666689103e-06    -3.9512693644784466e-06    -0.0001656896449107303    -6.8343850327555035e-06    
Lambda        AB|MEGACAMPSF|r           3543.341306827588    All      -0.0023878675813988923    -5.599713675004712e-05     -0.0024805624663446265    0.0006488708100194238      
Lambda        AB|MEGACAMPSF|i           4335.945450840204    All      -0.0009146571711860091    -0.00033776816790915463    -0.0031123405836008845    4.9022261668903335e-05     
MWEBV         All|All|All               All                  All      -0.34124320201340663      -1.840704475272581         -0.018058047542224287     -0.48922971523532865       
Redshift      All|All|All               All                  All      8.559941018836073         1.6570994456044374         0.7832046078914412        -2.213531772622315         
