#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
57641.23913  16.877  0.024
57641.2419  16.879  0.024
57645.4266  16.473  0.024
57645.42941  16.456  0.023
57650.57938  16.467  0.026
57650.58215  16.45  0.025
57664.37325  17.051  0.024
57664.3761  17.029  0.024
57665.37766  17.13  0.025
57665.38044  17.127  0.024
57669.13388  17.423  0.025
57669.13664  17.43  0.025
57681.10723  18.31  0.029
57681.11007  18.309  0.029
57683.07273  18.436  0.034
57683.0755  18.44  0.035
57687.10849  18.681  0.033
57687.11243  18.702  0.032
57693.26056  19.005  0.038
57693.2645  18.958  0.032
57712.22608  19.082  0.028
57712.23001  19.351  0.03
57738.05602  19.813  0.035
57738.06111  19.838  0.038
