#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K2_I
@MAGSYS  Linear_AB11_off
51743.46  14.209  0.01
51744.45  14.01  0.01
51745.49  13.844  0.011
51746.49  13.753  0.01
51749.45  13.642  0.085
51750.45  13.614  0.01
51752.45  13.696  0.01
51753.45  13.742  0.01
51754.46  13.797  0.01
51756.44  13.867  0.01
51757.46  13.965  0.01
51758.45  14.037  0.01
51759.46  14.123  0.01
51760.49  14.258  0.013
51761.48  14.402  0.01
51762.49  14.491  0.013
51764.44  14.593  0.01
51766.43  14.671  0.011
51768.48  14.705  0.01
51770.42  14.639  0.013
51772.42  14.558  0.011
51778.42  14.431  0.011
51780.39  14.524  0.012
51783.41  14.732  0.016
51785.44  14.888  0.052
51789.45  15.027  0.186
51791.37  15.306  0.022
51792.29  15.357  0.033
51794.4  15.502  0.024
51796.35  15.61  0.026
51805.41  16.109  0.028
51810.45  16.379  0.052
51812.36  16.457  0.048
51813.3  16.431  0.038
51817.4  16.705  0.063
51821.37  16.911  0.07
51825.33  17.058  0.063
51832.36  17.665  0.318
51836.31  17.414  0.054
51840.37  17.789  0.174
51849.36  18.433  0.565
51853.31  18.242  0.197
51861.31  18.504  0.415
51865.29  18.44  0.245
51873.2  18.805  0.9
51881.17  19.069  0.355
51889.15  18.991  0.9
51897.17  18.48  0.478
