#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5956.91689288425     All      3.298116548453721         -0.6092909131844237       0.5971809535200712         -1.246121716940031        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4974.456763566497    All      -2.3001375130905526       1.613509186516282         -0.5915029831075919        1.2484074237527996        
Check         All|All|All                            All                  All      0.9979790353631682        1.0042182733318583        0.005677970412479305       0.0022857068127686286     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5956.91689288425     All      -0.0005208687689632288    0.00012154598371882556    -1.6738982345994454e-05    0.00020850863586340494    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4974.456763566497    All      -0.0006947482536185357    3.672951841394562e-05     -0.0018860780408700986     0.00015409937473396672    
MWEBV         All|All|All                            All                  All      -0.4327459600077934       -2.8009172075485367       -0.018014333864067866      -0.772195182827401        
Redshift      All|All|All                            All                  All      5.463679215871098         1.2175736358702949        8.309195430711744          -1.012295050812148        
