#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          5815.9562743863025    All      0.787812906081153          0.041196702356494086      -1.2800722057796936       -0.3003212038815886       
Zeropoint     AB|DECam|DECam_r          4787.287422279642     All      -0.2627885517195848        0.6105734728970802        -0.012796312571879132     0.2839117035160644        
Zeropoint     AB|DECam|DECam_g          3601.9712828408765    All      -0.47678902435868936       0.30495078882797344       0.13632650671196614       0.2607220015003916        
Zeropoint     AB|DECam|DECam_z          6815.445375206226     All      0.9442478790838047         0.04430130187422776       1.1660120636179383        -0.24110844446056004      
Check         All|All|All               All                   All      0.9924832090866835         1.0010222659557755        0.009470051978331728      0.003204056674307315      
Lambda        AB|DECam|DECam_i          5815.9562743863025    All      -0.00016137366355379042    8.949576782790539e-06     0.0005626526112328644     8.058848471514117e-05     
Lambda        AB|DECam|DECam_r          4787.287422279642     All      -0.00017719209403612994    -5.398996755917204e-06    -0.0011315333081793       5.463529009657529e-06     
Lambda        AB|DECam|DECam_g          3601.9712828408765    All      -0.0008579873504437987     0.00041970312238689874    -0.0005920960927407458    0.00038976329254893007    
Lambda        AB|DECam|DECam_z          6815.445375206226     All      -0.0006709228225777242     -4.493183552165033e-05    -0.0009617458594510888    0.00016098755840758132    
MWEBV         All|All|All               All                   All      -0.44820891906371196       -2.7158419297116154       0.11245026700079422       -0.7336245355272947       
Redshift      All|All|All               All                   All      5.534948226481022          0.5700987012605907        8.10711911476069          -1.255431337621569        
