#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          5815.9562743863025    All      0.7209177006064061         0.049214630709570883       -1.25867978150198         -0.2749648859813051       
Zeropoint     AB|DECam|DECam_r          4787.287422279642     All      -0.28206268031259085       0.6336388235684609         -0.056210776304542465     0.29576567671899984       
Zeropoint     AB|DECam|DECam_g          3601.9712828408765    All      -0.42855858633559163       0.25820032050845043        -0.02604292996428309      0.2225377933025848        
Zeropoint     AB|DECam|DECam_z          6815.445375206226     All      0.9816169455272051         0.05974931777465997        1.349372493832529         -0.24006631794706473      
Check         All|All|All               All                   All      0.9919133794854288         1.0008030925611422         0.008439006061723653      0.0032722660932148206     
Lambda        AB|DECam|DECam_i          5815.9562743863025    All      -0.00013543652913982108    -3.7187823946631695e-05    0.0002989294746741052     4.5342685089101565e-05    
Lambda        AB|DECam|DECam_r          4787.287422279642     All      -0.0002500119662998989     4.121660131424146e-05      -0.0010333978402259972    4.8746926222533794e-05    
Lambda        AB|DECam|DECam_g          3601.9712828408765    All      -0.0007543322857103611     0.00041595863723935126     -0.0004139332690195263    0.0003627303143628786     
Lambda        AB|DECam|DECam_z          6815.445375206226     All      -0.0006731397956168943     -5.2390943291563524e-05    -0.0010263208023664789    0.0001563983395443398     
MWEBV         All|All|All               All                   All      -0.4581561446230218        -2.7104410649851474        0.11068991192149935       -0.728703714146215        
Redshift      All|All|All               All                   All      5.272862779260299          0.36829840344232423        6.61871243517511          -1.302215235243969        
