#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
56030.067189999856  18.349  0.006
56031.062100000214  18.339  0.012
56032.04559000023  18.332  0.01
56033.020200000145  18.375  0.01
56034.00769999996  18.411  0.012
56035.01563999988  18.488  0.012
56036.01885000011  18.534  0.011
56047.01873000013  19.931  0.039
56047.99494000012  20.041  0.048
56049.00321999984  20.117  0.051
56049.990830000024  20.257  0.063
56052.962729999796  20.57  0.125
56054.98553000018  20.716  0.048
56055.996100000106  20.927  0.032
56057.9844399998  21.098  0.035
