#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_V-LC-9844
@MAGSYS  Linear_AB11_off
56030.058009999804  18.289  0.007
56031.06732999999  18.303  0.012
56032.05163000012  18.263  0.011
56033.01218000008  18.243  0.01
56034.00229000021  18.258  0.011
56035.00946999993  18.272  0.013
56036.01377000008  18.314  0.01
56036.99189000018  18.337  0.01
56047.012959999964  19.01  0.02
56047.9868999999  19.106  0.024
56048.997159999795  19.149  0.028
56049.98499999987  19.182  0.029
56052.95764000015  19.516  0.046
56054.97848000005  19.651  0.024
56055.98878999986  19.787  0.019
56057.96926999977  19.954  0.028
56057.9758700002  20.011  0.024
