#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           3204.624724992035    All      -1.5387446001539073       -0.19727558623259256       0.01270970606295883       0.4375277666618698        
Zeropoint     AB|MEGACAMPSF|i           3918.604678573051    All      2.139708892452714         1.059369865406623          -0.15386467111872446      -0.3587682368043507       
Zeropoint     AB|MEGACAMPSF|z           4514.265529948008    All      0.3997428950521142        0.1378351628400054         0.1395474948848145        -0.07908460111169029      
Check         All|All|All               All                  All      1.000707187350921         0.9999294420140359         -0.0016074701709511419    -0.0003250712541711803    
Lambda        AB|MEGACAMPSF|r           3204.624724992035    All      -0.0033265338465250137    -0.00041845233091255217    0.0001183242975072995     0.0009525380926289777     
Lambda        AB|MEGACAMPSF|i           3918.604678573051    All      0.0019631480411347363     0.0009822725740808171      -0.0009156953090972439    -0.0003603666854723914    
Lambda        AB|MEGACAMPSF|z           4514.265529948008    All      7.442872602917977e-06     -6.527017588015231e-08     -0.0001485865557168038    -9.076384661889332e-06    
MWEBV         All|All|All               All                  All      -0.7011595908064762       -1.6543146039325052        0.010475413812074225      -0.3100064760370603       
Redshift      All|All|All               All                  All      6.63082842528738          1.2841029741817778         1.2558315095982893        -1.6855623890197513       
