#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
56513.34364  18.799  0.056
56513.34208  18.794  0.059
56514.84806  18.637  0.048
56514.84962  18.698  0.054
56516.23539  18.754  0.052
56516.23696  18.769  0.049
56518.27326  18.775  0.041
56518.27482  18.717  0.04
56519.14112  19.273  0.162
56519.14268  19.39  0.17
56519.1141  18.791  0.049
56519.11566  18.785  0.051
56521.09285  18.967  0.085
56521.09441  18.879  0.06
56524.56006  19.335  0.345
56526.24045  18.986  0.134
56526.2389  19.101  0.126
56529.0859  19.381  0.1
56529.08434  19.242  0.097
