#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_i
@MAGSYS  Linear_AB11_off
56513.35502  18.786  0.096
56513.35658  18.699  0.1
56514.63037  19.289  0.276
56514.86078  18.568  0.081
56514.86234  18.928  0.113
56515.64708  19.047  0.168
56515.64864  18.563  0.1
56516.24846  18.888  0.096
56518.28783  18.832  0.064
56518.28626  18.846  0.067
56519.15577  19.38  0.218
56519.1542  19.697  0.28
56519.12702  18.785  0.076
56519.12859  18.802  0.074
56521.1073  18.894  0.098
56521.10574  18.789  0.095
56524.57268  19.286  0.358
56524.57425  18.915  0.287
56526.25343  19.265  0.202
56529.09704  19.451  0.167
