#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6177.704599642626    All      0.5518597185436575         0.00758702724246163        0.12848995393983653        -0.17155360508515904      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5312.082980950753    All      0.27744542654061943        0.23302507131308658        0.019403974581688743       -0.013603260817537932     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7780.442348387548    All      0.2516625941336262         -0.045652651219185714      0.06658948826776534        -0.09387377376551403      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4335.048121798649    All      -0.6585564301098455        0.5884034426165918         0.320331733574597          0.42047078834728246       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5361.128304709146    All      0.13117902281132882        0.09140462718324471        -0.23513873705851562       -0.02344899107658005      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7526.438663006193    All      0.17774686647050986        -0.018326428923920446      0.12562654980026178        -0.05826138699406985      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6279.499323822865    All      0.7819452649439105         -0.13019635726436718       -0.09970091557145455       -0.3015637288734746       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4392.301888248728    All      -0.5167510889015633        0.27131236117448054        -0.3248710136451338        0.24220069094679497       
Check         All|All|All                                All                  All      0.9965313744322435         0.997557092122392          0.0007310338890453849      0.0003667326817419214     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6177.704599642626    All      -8.065462071452648e-05     -1.3628686112144595e-06    -3.219130304054682e-05     2.439138227581665e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5312.082980950753    All      0.00012226136460574563     1.9023231857261852e-05     -0.0006090269393969051     -6.080613141558951e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7780.442348387548    All      -3.0471432201789142e-05    9.505119300798498e-06      1.2369848486292075e-05     1.357368753915624e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4335.048121798649    All      -0.00044548764898736266    0.00014934659061476263     -0.0005424063553763324     0.0001695519768454618     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5361.128304709146    All      1.3503062893722161e-05     7.959192903488123e-06      -0.0003524047324975815     -1.753202551869795e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7526.438663006193    All      -2.7353377020731333e-05    5.886861098098632e-07      -2.9008874143577453e-05    7.807116408101332e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6279.499323822865    All      -0.00015777283183864707    1.8659716275505073e-05     -9.71377516730298e-05      5.313507365959188e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4392.301888248728    All      -0.000366159397817994      0.0001479061125539339      -0.0003969258557995521     0.00014973507105126686    
MWEBV         All|All|All                                All                  All      -0.8493104576732509        -4.036505213112029         0.03358466764007417        -1.0366754579713644       
Redshift      All|All|All                                All                  All      6.788810875568743          0.18371821703979663        4.366770977317569          -1.9566270471128466       
