#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5630.429084036805    All      -1.944995743143691        2.4724556336972014         -0.490352385842916        1.4170270683975288        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6742.444395242612    All      2.94062316415915          -1.4663456084365478        0.4912156451340294        -1.4135740160300767       
Check         All|All|All                            All                  All      0.9956274210154582        1.0061100252606536         0.0008632592911133607     0.0034530523674520808     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5630.429084036805    All      4.487589905683104e-05     -0.00021297805845484747    -0.0014958771739274769    -0.0001507456450618055    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6742.444395242612    All      -0.0014206384392260935    0.0006603077789282462      -0.0005220554977748051    0.0006545357051984338     
MWEBV         All|All|All                            All                  All      -0.5615485832989457       -3.3448948645606436        0.01292643733522582       -0.9060506056504144       
Redshift      All|All|All                            All                  All      2.0460632577389832        0.418644270642865          1.712365191397442         -0.45368891070836115      
