#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5630.429084036805    All      -2.0266416812371553       2.4220603344849323         -1.0653144888123744       1.4015485116465123        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6742.444395242612    All      3.0004580119260775        -1.421422525622873         0.9750297495134896        -1.3968408670571995       
Check         All|All|All                            All                  All      0.9738163306889217        1.0006378088620593         -0.09028473929888481      0.004707644589312832      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5630.429084036805    All      6.944473082773307e-06     -0.00023876482234489902    -0.0018131600817812789    -0.0001609486080233575    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6742.444395242612    All      -0.0013981414671786776    0.0005270739017258116      -0.0012782037986710198    0.0005700656183995307     
MWEBV         All|All|All                            All                  All      -0.5711351313767432       -3.349344494092499         -0.03803476108548143      -0.9066515065095981       
Redshift      All|All|All                            All                  All      3.5533976854761478        0.440430926500035          6.730045552408925         -0.7136646639400945       
