#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_B
@MAGSYS  Linear_AB11_off
53229.49  16.505  0.011
53230.5  16.187  0.014
53231.48  15.999  0.014
53233.47  15.645  0.015
53234.47  15.507  0.011
53235.5  15.433  0.012
53236.42  15.397  0.01
53237.47  15.32  0.011
53238.46  15.262  0.011
53242.47  15.342  0.011
53243.51  15.383  0.01
53244.44  15.459  0.011
53245.45  15.439  0.012
53246.37  15.559  0.02
53253.4  16.178  0.016
53254.45  16.331  0.019
53255.43  16.468  0.016
53257.38  16.725  0.017
53259.42  16.997  0.023
53261.41  17.292  0.02
53263.4  17.5  0.02
53265.42  17.663  0.031
53268.49  17.885  0.036
53271.43  17.996  0.035
53274.39  18.18  0.044
53281.34  18.16  0.05
53284.41  18.261  0.042
53290.42  18.314  0.061
53294.43  18.347  0.066
53299.42  18.423  0.063
53309.31  18.733  0.088
53315.32  18.628  0.056
53326.3  18.718  0.07
53330.27  18.917  0.121
