#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B           4332.720254374749     All      -0.3508081169200807        0.2930289687782306         0.17085051162880616        0.21734319406887873        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B           4358.3095290671845    All      -0.04995192003829854       0.03635223736786486        -0.029727024223935583      0.026785522829799423       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V           5307.434087583546     All      -0.003971377138660637      0.03759389873660979        -0.08797932658377583       0.009613064538531967       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I           8108.887392807267     All      0.030100588364174296       -0.003944519539178515      -0.007972069869777165      -0.01144536855879879       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R           6278.8684762024695    All      0.0596453048071774         0.003978535288595708       -0.06297908622886483       -0.020942965580435235      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014    5298.424004309365     All      0.2762683385143976         0.07858097514032991        -0.16243594753457824       -0.0716420482691547        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7498.038588582856     All      0.23332355810901223        -0.0448049879252288        0.02896650014017066        -0.08930297573779729       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4336.844603433586     All      -0.36510931038695676       0.22060976754936235        -0.12504240911476172       0.18520790484938005        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R           6335.899407979604     All      0.485332825628846          -0.0343502718511246        0.10782893366879653        -0.1644659718460409        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6132.596769791742     All      0.5710587457145548         -0.09394773484272534       -0.15995661363620295       -0.22375261779330294       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3544.174077966996     All      -0.16748840390317424       0.07447119578376515        -0.021072904058072606      0.07787381492865911        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I           7834.260340793428     All      0.16735786087160623        -0.028217674307029483      0.04805841891191154        -0.06156075953996868       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V           5340.389397968497     All      0.3328523749135524         0.20472360188836802        0.3304124865727731         -0.026990964939646415      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4737.596461566576     All      -0.1996270761777163        0.2350095211292924         -0.05798330457040812       0.138987910286926          
Check         All|All|All                              All                   All      1.0189833923584342         0.979083513197132          -0.02903183489791905       -0.014292260762969689      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B           4332.720254374749     All      -0.00017125878341979966    2.7945292183618833e-05     -0.00032166030569116653    5.053309893281065e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B           4358.3095290671845    All      3.371956576394263e-06      -2.8688445138819646e-06    3.031410684705387e-07      -2.019306437751063e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V           5307.434087583546     All      6.779959945600427e-07      1.2997621049085453e-06     -6.6185139776417685e-06    -9.282420344899667e-08     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I           8108.887392807267     All      -9.660109096359983e-06     6.990478301685609e-07      1.9081785914078283e-06     3.45947146369753e-06       
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R           6278.8684762024695    All      -7.782674687565838e-08     -2.665085896491196e-06     6.331495368557111e-06      -5.602098645352486e-07     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014    5298.424004309365     All      0.00021825003530006194     -8.298382639659636e-06     -0.0005528549546172102     -9.84656503981366e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7498.038588582856     All      4.5662212732599044e-06     -1.86608073557804e-05      -9.043451431188275e-05     -1.1601484394061316e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4336.844603433586     All      -0.0003446163215801442     0.00015743241585321977     -0.00034592352555007       0.00014809681251889395     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R           6335.899407979604     All      -0.00012513665471289786    -1.6369202128528357e-05    -0.0001451475413737682     2.8951869516665552e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6132.596769791742     All      -1.578012412911774e-05     -1.1079780088685263e-05    -8.095154059376895e-05     -2.0814387690273202e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3544.174077966996     All      -0.000356003008374131      0.00015391682846227118     -5.746546217141168e-05     0.00016353324707456637     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I           7834.260340793428     All      -8.416505309833627e-06     7.416542687034597e-06      2.6423311144507976e-05     6.336495642887888e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V           5340.389397968497     All      7.634308316500083e-05      -1.434799946465617e-05     -0.00020116767599649764    -3.851825871048117e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4737.596461566576     All      -0.00014630790583779394    0.00010425977852825303     -0.0003604096195715379     6.553471221001507e-05      
MWEBV         All|All|All                              All                   All      -0.9468035245642166        -3.9998494779000637        -0.01283105178895294       -0.9950501001403693        
Redshift      All|All|All                              All                   All      5.928444099323408          -0.4506416859261897        3.9989859273689032         -1.8994217306840582        
