#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4353.5447772247335    All      -0.2219853555741827        0.14736687555068073        -0.051199440754801095      0.11802537711448069       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7558.552249435638     All      0.18002625942572417        -0.032063312282115675      -9.22287858973192e-05      -0.06908866679202208      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6160.575089375019     All      0.6794652924267502         -0.04249929245307982       0.18836013831727838        -0.2267619693584244       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7532.246368378924     All      0.20203125333559657        -0.029409200575614136      0.0707952207035234         -0.07222850445434137      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4356.630287843095     All      -0.3965127175639845        0.2724741966552813         -0.04168221235706371       0.21605096127894075       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4759.210468297172     All      -0.2918997453633936        0.4051163564050775         0.2748185903410194         0.23930496698540416       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5384.003008786499     All      0.23619963091508073        0.0705413440876157         -0.33140629598610305       -0.0687494949112577       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5322.596635520093     All      0.3411024241663214         0.15506087786922862        0.06286966002952976        -0.05779426803682319      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6204.063447363171     All      0.48542869892828183        -0.04875892211844146       -0.11345413956174166       -0.17906541959826772      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3560.3434167861683    All      -0.26701560999380064       0.1199105372724496         -0.0295313538056452        0.12471672696901526       
Check         All|All|All                                All                   All      0.9468401307023935         1.0177394604110823         0.029477938140098914       0.024409709196704377      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4353.5447772247335    All      -0.00014345166413816388    7.250652604528268e-05      -0.0002468083700221273     5.933076335192675e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7558.552249435638     All      -3.456361829743677e-05     3.98663719550661e-06       -3.346791645716832e-05     1.1063567080883168e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6160.575089375019     All      -4.342382478603292e-06     9.841112977149998e-07      -5.15617456224872e-05      -5.659496332125262e-07    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7532.246368378924     All      -3.681600090543157e-05     5.094405996707116e-06      -2.960536285553958e-05     1.2330446967729566e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4356.630287843095     All      -0.0002749688705951297     0.00010482323973233332     -0.0005884781131365986     9.744970971587916e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4759.210468297172     All      -0.00011479165359988441    2.068826573939725e-05      -0.0007470334539580272     1.0793594836166754e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5384.003008786499     All      0.00010859530301699997     3.1412261523984245e-06     -0.00046864343513594223    -5.526326627955233e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5322.596635520093     All      0.00013192667914240622     4.8415605309180705e-05     -0.0002514692441477781     -3.842422159005574e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6204.063447363171     All      -3.411644965474485e-05     -3.7672008926214723e-06    -7.85369065533988e-05      6.381007349937376e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3560.3434167861683    All      -0.00035836813958418787    0.00014377206571230275     -0.00010695215580491644    0.0001587908012870414     
MWEBV         All|All|All                                All                   All      -1.00055487164295          -4.006556321313415         0.00701071746833648        -0.9788407105463526       
Redshift      All|All|All                                All                   All      4.146544185342432          -0.18169100410059258       3.4041049725237027         -1.257939025474683        
