#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4353.5447772247335    All      -0.2605446286857223        0.167093939247831         -0.11349104238214855       0.1342313664909443         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7558.552249435638     All      0.16847036912925523        -0.026220924921727118     0.022842034066378827       -0.062398024555012525      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6160.575089375019     All      0.6261200862250436         -0.0260179710476649       0.20903406770902452        -0.20309458957543067       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7532.246368378924     All      0.17909420668226117        -0.023209962775894155     0.0734796867021429         -0.06261806266448267       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4356.630287843095     All      -0.35678184918613487       0.24141164282003302       -0.08433576584302271       0.19108778243833022        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4759.210468297172     All      -0.272503419124561         0.36940960460460914       0.15812754595463221        0.21614869626220026        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5384.003008786499     All      0.28267808371023856        0.09193517956482822       -0.22782675592663335       -0.07229810088187594       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5322.596635520093     All      0.32469150957690673        0.14956791578093487       0.059872897387387845       -0.05437166347032566       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6204.063447363171     All      0.5129387701363871         -0.04110900731806311      -0.08075886894708481       -0.1840754861564172        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3560.3434167861683    All      -0.20933618141320484       0.09420566230939897       -0.016733673900377274      0.09812681771930037        
Check         All|All|All                                All                   All      0.9948269470504693         0.997066078264286         0.00021012482029961546     0.0007387356072305062      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4353.5447772247335    All      -0.00013739381422058503    4.9107139209266174e-05    -0.00030949447870770526    4.6938179103223324e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7558.552249435638     All      -3.6421813891694047e-05    3.73931572557923e-06      -2.6338014886306378e-05    1.190645654001606e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6160.575089375019     All      -8.448217719713108e-05     1.2186778213673888e-07    -8.508314562224564e-05     2.3761450823785074e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7532.246368378924     All      -4.017977465237004e-05     4.662096571065364e-06     -2.2654649214567912e-05    1.3595499765810944e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4356.630287843095     All      -0.00016260360088874747    4.320582663155063e-05     -0.00044533173143999834    4.716579163290499e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4759.210468297172     All      -7.305931256009546e-05     -6.062082890876536e-05    -0.000805188790897013      -3.1880254300182637e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5384.003008786499     All      4.883064295152976e-05      -5.065377746547695e-06    -0.0005010693266706501     -3.9916129788910924e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5322.596635520093     All      8.429464411030882e-05      2.4293502163581086e-05    -0.00021531808458173605    -2.9153003105676086e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6204.063447363171     All      -0.0001135353113136472     -2.499601477212699e-06    -0.0001418174350168836     2.9839322879192658e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3560.3434167861683    All      -0.00023610523835179318    8.150218546367523e-05     -0.0002020812455579536     9.44372290469149e-05       
MWEBV         All|All|All                                All                   All      -1.0168591122767214        -3.995869406134034        0.015690722755663664       -0.9696614543452075        
Redshift      All|All|All                                All                   All      4.540324623495817          0.8590285106307327        3.589063605164016          -1.0389558302793531        
