#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_r            4712.245203885892     All      0.914979187303447          0.46803150277678895        -0.08424221334828452       -0.14934490806363943       
Zeropoint     AB|SDSS|SDSS_g            3606.2151935306856    All      -0.8718300445288127        0.35949325236224183        0.7071916704667114         0.43264122336970495        
Zeropoint     AB|SDSS|SDSS_i            5714.420926292797     All      0.8514511359439384         0.1512559796488233         -0.7777985024248757        -0.2627861730056427        
Zeropoint     AB|SDSS|SDSS_z            6793.97013493304      All      0.10422023178378527        0.019345309638296726       0.152077371088577          -0.020860039839203093      
Check         All|All|All               All                   All      0.9988205105023579         0.9981260444261508         -0.0027716742178718334     -0.00034989753878028607    
Lambda        AB|SDSS|SDSS_r            4712.245203885892     All      -0.00048752924937548646    -0.00018049862625463573    -0.0020332654072573657     9.274678282277395e-06      
Lambda        AB|SDSS|SDSS_g            3606.2151935306856    All      -0.001429408667363526      0.0003314725320174498      -0.002444769403315009      0.0004644781078588989      
Lambda        AB|SDSS|SDSS_i            5714.420926292797     All      -0.0004207992760523928     -8.845817710948242e-05     0.00010450182249435735     0.00011291786600151055     
Lambda        AB|SDSS|SDSS_z            6793.97013493304      All      -9.99344828752403e-05      -1.9397981276039124e-05    -0.00015242450679912997    1.9431382465055497e-05     
MWEBV         All|All|All               All                   All      -0.6343076633512221        -2.8031125870114693        0.06106079079777338        -0.7037262525475415        
Redshift      All|All|All               All                   All      6.72186367445876           0.39801162357591124        0.1606291221786016         -2.0527185215454007        
