#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7553.888175171919     All      0.18337216196328476        -0.06668180767261944      0.0250464133282235         -0.0803330980488396        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3570.5730694786603    All      -0.18139658947446602       0.09284863961953604       -0.06427561105925758       0.08646236820159081        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6178.275781744524     All      0.6721373956260314         -0.09527429492699468      -0.16904873452106656       -0.25751510331674665       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4772.884730715683     All      -0.22699686446216177       0.32944994822927676       0.027061852811896242       0.18246067965038057        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4366.053472549529     All      -0.3242378589336967        0.163281228491563         0.048385091016129506       0.1609602100633451         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4369.147848521119     All      -0.40724372922362245       0.26481086707783597       -0.1715067724237308        0.21125673240371573        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6221.889091386577     All      0.5653650422950021         -0.11068544208958642      0.005557493179976097       -0.2199638787683817        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5337.265664862279     All      0.2537126158107583         0.29434454259629206       0.02254416595729104        0.014241197889798893       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5399.472438116137     All      0.3055561384337752         0.1691387436512759        0.22036269841576647        -0.03460185833861215       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7580.269638832747     All      0.15495025924847827        -0.04352206462838737      0.05536521874227205        -0.062178270002988395      
Check         All|All|All                                All                   All      0.995218571283383          0.9977103603481918        -0.0005081845525000614     0.0007889797332626541      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7553.888175171919     All      -2.9726681569722447e-05    -6.786181894507316e-06    -6.799171532920019e-05     4.438317483750718e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3570.5730694786603    All      -0.00045093839803047047    0.00022591254749942095    -0.00018092536115921033    0.00021239875278536796     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6178.275781744524     All      -9.568576340581074e-05     3.644847049830051e-05     -0.00023963878647540365    3.2346488650482394e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4772.884730715683     All      -0.00019688913583059404    0.00023864461282237595    -0.0003343109546546949     0.0001269489080994387      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4366.053472549529     All      -0.00023653337777717243    0.00016996638097406907    -0.00011323140344958792    0.00012735734738718174     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4369.147848521119     All      -0.00032424112740524945    0.0002294178016595293     -0.00030632086456258093    0.00016667523472954567     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6221.889091386577     All      -0.0001449485793050263     1.4930188320682342e-05    -0.00018273044603900836    4.3923353914776716e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5337.265664862279     All      5.259445370596301e-05      0.0002451905045436331     -0.0007564764626772644     2.8976799821135143e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5399.472438116137     All      4.2904250252641636e-05     0.00010498898571353097    -0.000523840158329904      -3.1535394886995146e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7580.269638832747     All      -3.07609678452299e-05      -2.339213114252619e-06    -3.739789137292985e-05     7.589004434164786e-06      
MWEBV         All|All|All                                All                   All      -0.9896119997584694        -4.034115029103447        -0.018590427859541802      -0.9925244032448648        
Redshift      All|All|All                                All                   All      8.89863002653189           -4.064461185233403        6.84114973626304           -3.9172161882401495        
