#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7553.888175171919     All      0.22679243652031825        -0.0737230497235064        0.01896939589745017        -0.09704126351982867       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3570.5730694786603    All      -0.14402372156350243       0.024355378426799135       -0.10585856790297221       0.05012263067999817        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6178.275781744524     All      0.8246956882787542         -0.1425597296532466        -0.0332381746546373        -0.3165501784559238        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4772.884730715683     All      -0.360621933998465         0.33895394278262714        0.10754753425861185        0.2326742309363264         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4366.053472549529     All      -0.25333457500726697       -0.053866710440297894      -0.16939742642723132       0.057413816660077666       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4369.147848521119     All      -0.59875358772748          0.3562950501732942         -0.3065155215630888        0.2974123815787072         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6221.889091386577     All      0.6043545482639061         0.08705616969586494        0.1883469227927037         -0.16009604239265174       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5337.265664862279     All      0.16277806294435573        0.32838772718850606        0.05707425717167425        0.05649147800542986        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5399.472438116137     All      0.1993194199185538         0.09539888771961103        0.0647566950366496         -0.030960542338411         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7580.269638832747     All      0.17871941501819216        -0.01508974737047808       0.04020534789979102        -0.06133584030175859       
Check         All|All|All                                All                   All      0.8399257526473658         0.9452079187991735         -0.13810953749104904       0.028130670851965467       
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7553.888175171919     All      -2.1297955590499477e-05    -2.5473470282711758e-05    -6.225638769097448e-05     -4.138319155008398e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3570.5730694786603    All      -0.00033222916461677303    0.00022237772183417954     0.00016259767361334889     0.00018790969633093857     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6178.275781744524     All      0.00011119115360645286     -6.015585516190213e-05     6.39138651690842e-05       -5.296117564827051e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4772.884730715683     All      -0.0003678351718034294     0.0004356252239984051      0.00013851234497972524     0.00026789465376679376     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4366.053472549529     All      -0.0003641182001977019     -1.6651397185351435e-05    -0.0002783720502800846     0.00010075890297198009     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4369.147848521119     All      -0.0008285088889344256     0.0005163654314204589      -0.0004930045053298615     0.0004160692844054376      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6221.889091386577     All      -1.9827013846689324e-05    -3.1820828517966456e-05    2.6396872045244612e-05     -2.7288088602861963e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5337.265664862279     All      0.0002664696817581595      4.914836600979692e-05      -0.0005760769147002319     -9.649636907566592e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5399.472438116137     All      0.00019192538130985618     -0.00017998387770893013    -0.00028754215357373257    -0.0001339747667942631     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7580.269638832747     All      -4.5038113046477125e-05    1.1196172167103793e-05     -3.4466491025375747e-05    1.677927555149982e-05      
MWEBV         All|All|All                                All                   All      -0.9440345693486023        -4.112756651451477         -0.07079014935218453       -1.0353160692391283        
Redshift      All|All|All                                All                   All      9.820648839290955          -4.258787013041143         3.154384476505978          -4.445369765163121         
