#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_g                3181.8406001831445    All      -0.41998789953921145       0.13877225862479747        0.8155252655965395        0.21839971320870843       
Zeropoint     AB|PS|PS_i                4894.188935386006     All      1.06793378866353           0.537263920475084          0.970447812122327         -0.1295500058396376       
Zeropoint     AB|PS|PS_z                5624.617302262819     All      0.8788164656749061         0.16958281938048714        0.47402366726367884       -0.20986723253397233      
Zeropoint     AB|PS|PS_r                4040.721560066365     All      -0.5309490240573935        0.15198150865121107        -2.272610105111755        0.12103679097990039       
Check         All|All|All               All                   All      0.9958133307418313         0.9976005071315797         -0.012613360129209994     1.926581499889224e-05     
Lambda        AB|PS|PS_g                3181.8406001831445    All      -0.000821453345991055      0.0002701799044004819      0.0013134438985644794     0.00041419383208301977    
Lambda        AB|PS|PS_i                4894.188935386006     All      -0.000471999339362413      -0.00018283677780524813    -0.00066567161619754      6.448389255312767e-05     
Lambda        AB|PS|PS_z                5624.617302262819     All      0.00038359825755722703     6.985263716558605e-05      0.000626050690720536      -7.425950350583961e-05    
Lambda        AB|PS|PS_r                4040.721560066365     All      -0.00017769323648821164    3.2011541323195764e-05     -0.0012113811837004371    1.4249366659429152e-05    
MWEBV         All|All|All               All                   All      -0.4383871943460813        -2.163344549923174         0.8170155722899974        -0.5254157075483268       
Redshift      All|All|All               All                   All      3.285632790355725          0.7866288309799074         1.3145112165289463        -0.7553472060949029       
