#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_R
@MAGSYS  Linear_AB11_off
52852.46  13.342  0.01
52853.49  13.324  0.01
52854.46  13.367  0.01
52855.47  13.449  0.01
52857.48  13.54  0.015
52859.5  13.654  0.012
52862.5  13.982  0.016
52863.41  14.053  0.021
52865.47  14.257  0.018
52870.52  14.753  0.028
52872.49  14.89  0.046
52875.52  14.959  0.03
52878.5  15.108  0.01
52879.49  15.159  0.013
52882.48  15.339  0.01
52888.47  15.645  0.019
52891.38  15.745  0.087
52899.45  16.07  0.023
52909.43  16.42  0.015
52914.44  16.728  0.032
52919.36  16.869  0.032
52926.45  16.923  0.157
52936.42  17.538  0.037
52954.33  18.15  0.096
52959.3  18.048  0.243
52964.28  18.478  0.086
52970.25  18.521  0.075
52976.25  18.719  0.133
53001.18  19.217  0.137
53019.14  18.968  0.161
53026.12  19.98  0.178
