#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_i                5118.127727880992     All      0.30537214257509687        0.14821739992854077        -2.6043882909190867       -0.16741235781839447      
Zeropoint     AB|PS|PS_r                4225.609049886648     All      0.515291888106518          0.5940958651093453         3.1790189002654454        0.16753406069680565       
Zeropoint     AB|PS|PS_g                3327.4290830397713    All      -0.5256462156258649        0.1091833467651071         -0.3103431732226783       0.19293568327669874       
Zeropoint     AB|PS|PS_z                5881.977617433366     All      0.6952899343093807         0.14549815590036985        -0.2750437920435139       -0.19135921104852516      
Check         All|All|All               All                   All      0.9903077493651307         0.996994767703363          -0.010756355919833538     0.001698175106584765      
Lambda        AB|PS|PS_i                5118.127727880992     All      -0.0002494096184097519     -9.183693949714679e-05     -0.00393704815947709      -0.0001243657716403115    
Lambda        AB|PS|PS_r                4225.609049886648     All      -0.00023869126343900818    7.074113495841736e-05      -0.0007166194424249863    6.881287778019623e-05     
Lambda        AB|PS|PS_g                3327.4290830397713    All      -0.0006041813711957735     0.00017810366951459948     2.905975345998063e-05     0.00025611277750305875    
Lambda        AB|PS|PS_z                5881.977617433366     All      -0.0007443720366206597     -0.00014628385468183692    -0.0006642815467031619    0.0001651731628796383     
MWEBV         All|All|All               All                   All      -0.6631227116000284        -2.3840769586168875        -0.5325812294676393       -0.5843380701804318       
Redshift      All|All|All               All                   All      3.9492071476913355         0.8589306986724665         2.2448601913181436        -0.9064269064522096       
