#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4364.600334932328     All      -0.32872704041297074       0.19725352440653765       -0.18542659886117163       0.16305443673469963        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5331.710511093297     All      0.25018125624557264        0.10748308526160599       -0.074104426191357         -0.04978842911146013       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4361.509179661265     All      -0.41273723286123615       0.3063783394564368        0.07278104502732136        0.23748748387179675        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3566.8567316214458    All      -0.16726925362543715       0.07405389964665332       -0.035850154140924004      0.07700706259113482        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5393.852538049595     All      0.3858460215230367         0.15036320607881848       0.03608187049220033        -0.07509433198266671       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6215.413200395475     All      0.6074205531739316         -0.04564066957462032      0.00196530972314212        -0.21263582257865848       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7572.379912876011     All      0.1976082641908551         -0.030134402135217897     0.043571822154801036       -0.07223886862894634       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6171.845284529307     All      0.5442809905838164         -0.03464446041503422      0.07320760588728122        -0.18530814625156128       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7546.025907673595     All      0.14740116977771373        -0.02210627715522051      0.033141680647716096       -0.05373519110234434       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4767.9169981227       All      -0.22869973815237316       0.2940608309708992        0.035024312929568424       0.17184328990052875        
Check         All|All|All                                All                   All      0.9953049904429089         0.9970670765408585        0.00039246766857795046     0.0005914834425227167      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4364.600334932328     All      -0.0001862770868294173     7.723126472181719e-05     -0.000288649889141847      7.295222043609168e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5331.710511093297     All      0.00010100235705259086     1.2364445250141905e-05    -0.0002825516243461268     -4.1481265256634635e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4361.509179661265     All      -0.00016612283232693008    3.820552472355117e-05     -0.00040870786760670075    4.8317713090672074e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3566.8567316214458    All      -0.00028777660081700076    0.00010276483446258239    -0.00017028832713313557    0.0001196130079681901      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5393.852538049595     All      6.187004427903742e-05      -5.563809821555784e-05    -0.0006470638254550829     -6.715175458695167e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6215.413200395475     All      -0.0001605653373778482     -6.490521450709748e-06    -0.0002224921820884383     4.0258432241375376e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7572.379912876011     All      -5.172475387386465e-05     3.801914974273339e-06     -4.8906910247723816e-05    1.590437203394131e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6171.845284529307     All      -7.336814899626892e-05     -2.91008898661696e-06     -8.68949306495795e-05      1.907278648555686e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7546.025907673595     All      -3.270156455270905e-05     2.2858354488164225e-06    -2.7525288359559773e-05    1.0168220031356933e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4767.9169981227       All      -6.0689689995380976e-05    -3.448872032610686e-05    -0.0006034892184814139     -1.8396434287517787e-05    
MWEBV         All|All|All                                All                   All      -0.9902546757822606        -4.0178847195564416       0.001443483078341656       -0.9861342953069865        
Redshift      All|All|All                                All                   All      5.312612888777613          0.4729286387384235        3.9150593043320843         -1.4017332655849164        
