#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_g            4595.712004447367     All      -0.4531968659580442        0.5038610007873423         -0.11832486506772218       0.3064649381860289         
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_i            7351.431596479458     All      0.31761781762305674        -0.038246266843433574      0.04001330500932365        -0.11413102986326155       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_r            6058.157605033766     All      0.8137008450251627         0.022707862715520832       -0.040204155236307944      -0.2594465640316013        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6065.382081626227     All      0.45636384936503943        0.018024807416505695       0.08190382658658467        -0.1391264552788833        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5239.73947944967      All      0.12306246945002991        0.1464314804777267         -0.04649608372591942       0.00553714904144815        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4289.311777033199     All      -0.30986051465138337       0.2574177206258632         -0.020957560707076352      0.18384594444963426        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7415.858340230785     All      0.1899720359460882         -0.018147310612270928      0.06393118421405178        -0.06493836297102086       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3505.3291050465045    All      -0.1689828560866578        0.10308214839129803        0.045304618385113085       0.0906422596731975         
Check         All|All|All                              All                   All      0.9686767807132917         0.9951314429585523         0.005170269458047286       0.00884787920554174        
Lambda        Linear_AB11_off|LCOGT|LCOGT_g            4595.712004447367     All      -0.0001531169229535083     7.441851198728169e-05      -0.0004883862868499106     5.232133994864893e-05      
Lambda        Linear_AB11_off|LCOGT|LCOGT_i            7351.431596479458     All      2.3791955111031514e-05     -6.591379531775117e-05     -0.00030371383566210836    -4.2773467724590075e-05    
Lambda        Linear_AB11_off|LCOGT|LCOGT_r            6058.157605033766     All      -6.368529641298418e-05     -6.29987975733358e-05      -0.0004038517645507855     -1.7798434170621904e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6065.382081626227     All      -1.2326376826550058e-05    -5.5459883982792265e-06    -4.099133568947772e-05     3.793405338151088e-07      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5239.73947944967      All      9.329294454415479e-05      7.916089082611693e-05      5.979667425991452e-06      -4.3364297331195535e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4289.311777033199     All      -0.00021227068260080422    0.00016352950590846991     -7.027231933287748e-05     0.00011927455399370357     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7415.858340230785     All      -1.0170272225858466e-05    -1.9319270823365434e-06    -2.252986795335477e-05     1.6780955159323508e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3505.3291050465045    All      -0.00026516541481814233    0.00014645907001667        1.2366427107468524e-05     0.0001346314935988715      
MWEBV         All|All|All                              All                   All      -0.9457573441801026        -3.9146423978936973        0.041162779417896804       -0.9652266296199814        
Redshift      All|All|All                              All                   All      5.800785063906623          -0.35527131190997707       2.4292611991324082         -1.8968233197183912        
