#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4625.553893344125    All      -2.446344779855567        1.2542943759918046         -0.4234583695879923       1.1865229183106896        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5539.105360813896    All      3.4435956723757677        -0.2514046013811111        0.4261428133484735        -1.1845663545042795       
Check         All|All|All                            All                  All      0.9972508925202006        1.0028897746106935         0.002684443760481159      0.001956563806410072      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4625.553893344125    All      -0.000491610502705745     -2.6320253940501455e-05    -0.0023156523340732856    4.822341335413792e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5539.105360813896    All      -6.196090952958854e-05    -2.7022277734083852e-05    -0.0014991197804078687    -5.551816876885125e-05    
MWEBV         All|All|All                            All                  All      -0.2237995418092633       -2.551136226637496         -0.003122020337009701     -0.7582294467799358       
Redshift      All|All|All                            All                  All      0.20008153530226536       1.2378891005900172         4.923985783938356         0.5577829373574289        
