#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4625.553893344125    All      -2.437225847155587        1.2084768258620926        -0.7087597187778918       1.155896609623814          
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5539.105360813896    All      3.433745267591404         -0.2059595141925996       0.7061642776589593        -1.1540587217409533        
Check         All|All|All                            All                  All      0.996519420435817         1.002517311669493         -0.0025954411189325066    0.001837887882860656       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4625.553893344125    All      -0.0003826654172226803    -0.0001236915227764856    -0.0030236065411914795    -5.057335560164104e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5539.105360813896    All      -3.170253546238552e-05    5.825075494324891e-07     -0.0008289420222352453    -2.6475574604042546e-05    
MWEBV         All|All|All                            All                  All      -0.2239565367802503       -2.5517581076455187       -0.016153764225615683     -0.7589624223336084        
Redshift      All|All|All                            All                  All      -1.6354460257962207       1.5876929657814287        0.7924228559846012        1.0852446002760716         
