#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_z            8287.975824733145    All      0.3641297378960974         -0.04686222661867134       0.5449974658181773        -0.10955287025983013      
Zeropoint     AB|SDSS|SDSS_g            4399.228102150357    All      -0.8186869819508992        0.814349591171748          0.5297054135224037        0.555572056930038         
Zeropoint     AB|SDSS|SDSS_u            3345.553799517014    All      0.025450166717728116       0.01868517932166469        0.3042791734389938        0.011375003050514244      
Zeropoint     AB|SDSS|SDSS_r            5748.476009514559    All      0.23077233427159102        0.5397505220468446         -3.267109336450157        -0.045151723556487944     
Zeropoint     AB|SDSS|SDSS_i            6971.031892816918    All      1.217364265162479          -0.3211503814775085        2.02297445506065          -0.41086877729533505      
Check         All|All|All               All                  All      1.0190295220969965         1.0047726844440774         0.13484717139006785       0.0013736888688991034     
Lambda        AB|SDSS|SDSS_z            8287.975824733145    All      3.1378785232433516e-05     4.1871654259216825e-06     3.347939090936379e-05     -7.36317369769674e-06     
Lambda        AB|SDSS|SDSS_g            4399.228102150357    All      -0.0007829019629602198     0.0007735289913251897      0.0005428809367660254     0.0005312070497141222     
Lambda        AB|SDSS|SDSS_u            3345.553799517014    All      2.1677844655877782e-05     1.6119123949973657e-05     0.00026747730510383555    1.0125625437563958e-05    
Lambda        AB|SDSS|SDSS_r            5748.476009514559    All      -0.00014860495986737866    -5.6685000143375366e-05    -0.0006819354547316974    -4.902923694590424e-07    
Lambda        AB|SDSS|SDSS_i            6971.031892816918    All      -0.0006475353311194242     -5.900853113251976e-05     -0.0013957897226896288    0.00012941485601903103    
MWEBV         All|All|All               All                  All      -0.5682072496954014        -3.7880596870316197        0.6586028731240352        -1.0194214474652201       
Redshift      All|All|All               All                  All      7.966881026026632          -2.2336051144364433        7.361054071120692         -2.9941438868793293       
