#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_z 8287.975824733145 All -0.04814016617080821 -0.08945872965123058 -1.003714430058384 -0.058249980585804884
Zeropoint AB|SDSS|SDSS_g 4399.228102150357 All -0.22637530531880223 0.8457437978625606 2.929059679960817 0.4799349444091188
Zeropoint AB|SDSS|SDSS_u 3345.553799517014 All -0.09089032619373383 -0.05335274157490666 -0.6290118143425794 -0.015842682067135565
Zeropoint AB|SDSS|SDSS_r 5748.476009514559 All -1.7821160925856079 0.8173018082408952 -13.977795363690593 0.22295111921853145
Zeropoint AB|SDSS|SDSS_i 6971.031892816918 All -0.16376910736502026 -0.35569578801077384 -3.746470849616367 -0.22970462118670876
Check All|All|All All All -2.3112909976339724 1.1645383468665447 -16.427932777747106 0.39908877978800106
