#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_i                7216.638739796504     All      0.7254669522844811         -0.14596529547397097       0.7770394392861766        -0.24917845100203448       
Zeropoint     AB|PS|PS_r                5958.173689673058     All      1.0407370959543285         0.09394557617437016        -1.229928344780122        -0.3632871996790994        
Zeropoint     AB|PS|PS_g                4691.7261352780215    All      -1.0796739440140304        1.1282719886363424         0.31165839140490925       0.733108512140992          
Zeropoint     AB|PS|PS_z                8293.678821134057     All      0.3125764389542519         -0.07792029770792297       0.14247398104649012       -0.12083967467713543       
Check         All|All|All               All                   All      0.999106543179031          0.9983319716288186         0.0012434669574540314     -0.00019681321727728351    
Lambda        AB|PS|PS_i                7216.638739796504     All      -0.00033917368617651807    3.8318315088788836e-05     -0.0013585596026730576    6.233528850133486e-05      
Lambda        AB|PS|PS_r                5958.173689673058     All      -0.00019547028607301076    -1.0613982449360158e-05    -0.0009248506440780527    1.894194312213596e-05      
Lambda        AB|PS|PS_g                4691.7261352780215    All      -0.00018343379930296864    -4.742270951634358e-05     -0.0007275897942192016    1.1834295758499821e-05     
Lambda        AB|PS|PS_z                8293.678821134057     All      0.000241276416766816       -6.171486569834421e-05     6.997164811311763e-05     -9.55717155288805e-05      
MWEBV         All|All|All               All                   All      -0.6750020365176126        -3.9544809258790004        0.11523445100043203       -1.0630917816203025        
Redshift      All|All|All               All                   All      6.661125932924579          0.2249239994433161         14.395381193894321        -1.4540829673999154        
