#Format:      
#Parameter    MagSys|Instrument|Band                RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_g         4692.443040872722    All      -1.012777479788003         0.6687051419275836        -0.34243946461175456       0.5324327084898294         
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_r         6185.670352437426    All      1.2990599021304408         -0.19416587147432773      0.25061625124239706        -0.4752089078777069        
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_i         7506.165312789227    All      0.5304624445204091         -0.09495996317776534      0.3508555170790961         -0.1880635836672112        
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_V         5461.593238871277    All      0.6560014360599142         0.07422959828506936       -0.2604847756660478        -0.20112646646289686       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_B         4358.171620656077    All      -0.9448521426426583        0.5292810155156036        -0.06956131315669634       0.4770694652299005         
Zeropoint     Linear_AB11_off|CNIa02|Bessell12_V    5450.817551877412    All      0.29317236117279055        0.05848750665129465       -0.032608549136070586      -0.07789974780232495       
Check         All|All|All                           All                  All      0.8210665214528934         1.041577427727458         -0.10362233424907608       0.06720346790958998        
Lambda        Linear_AB11_off|LCOGT|LCOGT_g         4692.443040872722    All      -0.0004252042834787879     7.520278736853417e-05     -0.0010047574561086335     0.00011816133529656004     
Lambda        Linear_AB11_off|LCOGT|LCOGT_r         6185.670352437426    All      -0.0004680551455463578     3.977163533868305e-05     -0.0007242412901718231     0.00013309632707866485     
Lambda        Linear_AB11_off|LCOGT|LCOGT_i         7506.165312789227    All      -0.00017762184532696903    2.994210417722868e-05     -0.00026185616723422867    5.592496892283661e-05      
Lambda        Linear_AB11_off|LCOGT|LCOGT_V         5461.593238871277    All      3.234905808899589e-05      5.350889814879793e-06     -0.0010807600614122007     -5.702354940963766e-05     
Lambda        Linear_AB11_off|LCOGT|LCOGT_B         4358.171620656077    All      -0.000517839625916236      0.0001759003113563405     -0.00035594139295180795    0.00021008989134794101     
Lambda        Linear_AB11_off|CNIa02|Bessell12_V    5450.817551877412    All      0.0004385144980586571      -8.360536690691445e-05    -7.261731562159192e-05     -0.00017331219452955364    
MWEBV         All|All|All                           All                  All      -1.04977380305359          -4.045467335732544        -0.07745257824951501       -0.9792522918238233        
Redshift      All|All|All                           All                  All      2.3772318215098402         -0.025382181112920676     2.31943409528812           -0.679104733409866         
