#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
57131.88977  14.214  0.024
57131.89151  14.199  0.024
57131.98213  14.225  0.024
57134.73563  14.039  0.024
57134.73728  14.032  0.024
57134.79051  14.046  0.022
57134.79238  14.046  0.022
57134.82683  14.053  0.024
57134.82852  14.053  0.024
57134.85851  14.086  0.024
57134.86016  14.106  0.024
57134.90506  14.051  0.022
57134.90999  14.051  0.024
57135.00709  14.076  0.024
57139.36428  14.019  0.024
57139.36584  14.007  0.024
57139.81611  14.001  0.024
57139.81706  14.027  0.024
57139.83153  14.022  0.024
57139.83249  14.001  0.024
57139.85525  14.004  0.024
57139.85643  14.026  0.024
57147.45329  14.339  0.024
57147.45413  14.326  0.025
57151.82795  14.479  0.024
57151.8289  14.471  0.024
57152.80247  14.522  0.024
57152.80346  14.508  0.024
57153.09684  14.542  0.025
57153.09772  14.53  0.024
57156.37691  14.324  0.024
57156.37778  14.295  0.023
57156.38988  14.372  0.024
57156.39075  14.346  0.024
57160.11738  14.602  0.025
57160.11825  14.614  0.025
57164.71767  14.755  0.026
57164.71881  14.756  0.026
57164.77035  14.748  0.026
57164.77132  14.729  0.026
57164.79482  14.732  0.025
57164.79591  14.752  0.025
57168.75096  14.883  0.025
57168.98372  14.947  0.024
57168.98459  14.958  0.024
57173.40503  14.93  0.024
57173.4059  14.91  0.025
57178.70582  15.176  0.028
57179.701  14.934  0.024
57179.70196  14.982  0.025
57179.98001  15.139  0.024
57179.98089  15.135  0.024
57184.03278  15.15  0.025
57184.03362  15.128  0.025
57189.95721  15.215  0.025
57189.95808  15.222  0.025
57193.75117  15.219  0.026
57193.75223  15.222  0.025
57197.96259  15.309  0.025
57197.96344  15.3  0.025
57201.95889  15.217  0.025
57201.95977  15.207  0.025
57203.99508  15.353  0.024
57203.9964  15.339  0.024
57217.72652  15.275  0.025
57217.72788  15.243  0.024
57218.71912  15.346  0.022
57218.72052  15.385  0.024
57228.97866  15.443  0.024
57228.97998  15.437  0.025
