#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          6876.052010959443    All      0.7540488502777777         -0.05513569453139411       0.38753338001714477        -0.24628419275140814      
Zeropoint     AB|DECam|DECam_i          5867.674911111155    All      1.0134756658164            0.08082837096914375        -0.6319719840865814        -0.3319959142238169       
Zeropoint     AB|DECam|DECam_r          4829.858577805817    All      -0.24782497096653167       0.6833623772280362         0.3366585361040027         0.3183418787103636        
Zeropoint     AB|DECam|DECam_g          3634.001964551986    All      -0.5283833184497646        0.2913241399168598         -0.09294776441300698       0.2628578549322614        
Check         All|All|All               All                  All      0.9913162266778812         1.0003791935826456         -0.0007278323784409013     0.002919626667399977      
Lambda        AB|DECam|DECam_z          6876.052010959443    All      -0.0006092201457578914     2.2814675373841605e-05     -0.0005842348567944774     0.0001798028162055015     
Lambda        AB|DECam|DECam_i          5867.674911111155    All      -0.00013458971747195447    1.4623016219322647e-05     0.00045845078127104737     6.906204909622495e-05     
Lambda        AB|DECam|DECam_r          4829.858577805817    All      -0.0001878650604042732     -2.0078637204222146e-06    -0.0009430182973011362     1.845722799791378e-05     
Lambda        AB|DECam|DECam_g          3634.001964551986    All      -0.0009693441669801587     0.0004887533987941393      -0.00041646702033047733    0.00045636533680424186    
MWEBV         All|All|All               All                  All      -0.4546663871994978        -2.7706961004000163        0.014309613408326328       -0.7537685003790157       
Redshift      All|All|All               All                  All      6.253933616174267          0.1121879720610508         8.213049289888904          -1.634057945080924        
