#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K1_V
@MAGSYS  Linear_AB11_off
51131.34  14.912  0.013
51132.25  14.703  0.01
51133.27  14.534  0.01
51136.25  14.169  0.011
51137.22  14.076  0.01
51138.29  14.015  0.01
51143.23  13.898  0.01
51154.3  14.18  0.011
51156.17  14.266  0.01
51158.24  14.361  0.025
51159.24  14.442  0.011
51162.2  14.573  0.014
51165.19  14.724  0.01
51168.21  14.883  0.01
51186.14  15.75  0.03
51190.17  15.917  0.012
51200.11  16.176  0.019
51214.12  16.507  0.043
