#Format:      
#Parameter    MagSys|Instrument|Band                          RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K1_B                  4405.130380714414     All      -0.3439205007032754        0.15751528642389268        -0.821970890749335         0.12665334693632221        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K1_V                  5396.323516904974     All      0.24637548299743828        0.06548654512603669        -1.031219889161905         -0.10494008556566209       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_V    5369.155947133756     All      0.07493738494041424        0.014401355977478048       -0.46811188099058487       -0.0406082594979304        
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_B       4388.947872364775     All      -0.03185497956461103       0.3454384866992122         1.6962888675820187         0.19859447593568724        
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_B    4359.139266174526     All      -0.17334699350755609       0.015082978709912709       -0.8035763032149923        0.025517921393164444       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_V       5373.631234087813     All      0.39030242565647216        0.19219199104121287        1.2305419823579689         -0.009617649196162065      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_R       6337.801353815923     All      0.45033750714913523        0.05134397282651193        0.7790597918308384         -0.09519946020905487       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U         3650.598414849018     All      -0.10419880008445048       0.032660630031911          -0.11453586262215598       0.03946840942577398        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K1_I                  8300.127102456376     All      0.13094998929382948        -0.005520606597375632      0.13812086143587532        -0.03828926315129974       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V         5383.051191829192     All      -0.007632103445568174      -0.0018029206124481334     -0.3357994801274744        -0.0130864319036951        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K1_R                  6850.6848808214245    All      0.3279869651112638         -0.016358697454510462      0.028066369525148183       -0.11091223776574233       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I         8228.975005222153     All      0.02323252993571896        -0.0030271892137445633     0.003415654928207168       -0.008401229454169101      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_I       8216.787686743213     All      0.114578635596022          -0.0036858566310637997     0.1254724835365817         -0.03292337523862349       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R         6360.716797335136     All      0.07933125906480862        -0.05248376213664585       -0.6119303686517474        -0.07024413084910225       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_R    6517.890309661113     All      0.14609608133068208        -0.00215258293922993       0.03183792293415255        -0.04686868691463619       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_U       3655.0722536468684    All      -0.17300103305954484       0.15185382849951523        0.42988894557793866        0.12499988504991455        
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B         4361.572259663182     All      -0.09094485706069338       0.04448065116715583        -0.09874099872446696       0.03970618612462451        
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_U    3622.4671494553327    All      -0.06473440189205679       0.011277100880224822       -0.17659385822113016       0.01687887433094032        
Check         All|All|All                                     All                   All      0.9944945917580286         0.9967012117980456         0.00021334724493726753     0.0007282894503496395      
Lambda        Linear_AB11_off|LOSS|LOSS_K1_B                  4405.130380714414     All      -0.00015994213317495947    -2.2472094841379278e-05    -0.0009885371042666709     6.646433384515628e-07      
Lambda        Linear_AB11_off|LOSS|LOSS_K1_V                  5396.323516904974     All      2.2318775997292044e-05     -1.8428320862404666e-05    -0.0006261193867431903     -4.121350255489048e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_Harris_V    5369.155947133756     All      2.685052996302621e-05      -3.301948059865301e-06     -0.0002394310775184091     -2.050636340160051e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_4Sh3_SAO_B       4388.947872364775     All      6.464468837110979e-07      2.023501978192956e-06      1.8745508785469485e-05     1.2850781101274198e-06     
