#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_i                7174.119454621801    All      0.5852243407604388         -0.13913617035843373       0.49598427360446784       -0.21381454906679495      
Zeropoint     AB|PS|PS_g                4664.083232716279    All      -1.1468259816504798        1.0782856411413633         0.16998186509747107       0.7323775694821488        
Zeropoint     AB|PS|PS_z                8244.813787472536    All      0.31812536835171445        -0.11162271418605485       0.0947509760290107        -0.13575478788983547      
Zeropoint     AB|PS|PS_r                5923.069079983428    All      1.2448315222694368         0.16963474714657423        -0.7616397045674682       -0.3842154445109465       
Check         All|All|All               All                  All      1.0013552497311102         0.9971615037434489         -0.0009225898365186058    -0.0014072119854281473    
Lambda        AB|PS|PS_i                7174.119454621801    All      -0.00026145063808371974    2.8598037623498253e-05     -0.0010213734012516726    4.889919209633188e-05     
Lambda        AB|PS|PS_g                4664.083232716279    All      -0.0001490979646005552     -4.5202551918319924e-05    -0.0006768565500485784    3.637154829179158e-06     
Lambda        AB|PS|PS_z                8244.813787472536    All      0.00021191418861259424     -6.407525401993199e-05     9.239379107311296e-05     -8.577573070212044e-05    
Lambda        AB|PS|PS_r                5923.069079983428    All      -0.00017146055159363013    -1.8382650037247965e-05    -0.0007408599289993162    1.680133266562731e-05     
MWEBV         All|All|All               All                  All      -0.6831955281117552        -3.9357924871828764        0.0628518192973211        -1.0566730488037095       
Redshift      All|All|All               All                  All      5.331948420701728          0.7136749766782025         12.002082696257835        -0.9687257702398054       
