#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA1_FLWO|CfA1_FLWO_R_thick 6182.544288011619 All 0.1148650084578421 -0.048539998179299104 0.3284662521363193 -0.03856844628484217
Zeropoint Linear_AB11_off|CfA1_FLWO|CfA1_FLWO_B_thick 4266.589178895977 All -0.08920310858898378 0.015805066187684957 -0.09089219027181716 0.030148516191996676
Zeropoint Linear_AB11_off|CfA1_FLWO|CfA1_FLWO_V_thick 5261.8784185226705 All 0.04046725867087203 0.12222320405994935 -0.6753751398528243 -0.003508289501876094
Zeropoint Linear_AB11_off|CfA1_FLWO|CfA1_FLWO_I_thick 8051.995777144844 All -0.018360936073287697 0.010730123808764702 -0.1263858204380679 0.0038358965739534526
Check All|All|All All All 0.04776822246644265 0.10021839587709991 -0.56418689842639 -0.008092323020768136
