#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5886.576914813292    All      3.270403739691703         -0.5785142471196991       0.49119760735897977       -1.2317993207176618       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4915.717790712576    All      -2.272533662442261        1.5823232799629494        -0.48453273540704256      1.234031256564966         
Check         All|All|All                            All                  All      0.9978700772494419        1.0038090328432503        0.006664871951937212      0.0022319358473041895     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5886.576914813292    All      -0.0005737978479910942    0.00013312005882716452    0.00023523936025694883    0.00024076407139200678    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4915.717790712576    All      -0.0006192064360943904    4.669064655004718e-05     -0.0022532256644964394    0.00011635347446528515    
MWEBV         All|All|All                            All                  All      -0.40098477635596685      -2.7598092064028634       -0.0198592439495506       -0.7692329467322426       
Redshift      All|All|All                            All                  All      2.7763956360541386        1.9294114276126706        11.903964452197423        0.2553286389282016        
