#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                   ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5886.576914813292    All      3.245159302021477         -0.5932270896517267      0.31111071452805117       -1.2364052846198244       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4915.717790712576    All      -2.2464442866920487       1.597004190118767        -0.30173599699941933      1.2384725228735816        
Check         All|All|All                            All                  All      0.9987150153294283        1.0037771004670404       0.009374717528631837      0.0020672382537572087     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5886.576914813292    All      -0.0005775820853002315    0.0001667553903802726    0.00048319166936698225    0.00026401782878950514    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4915.717790712576    All      -0.0006345087034849645    5.713354124224996e-05    -0.002400476039643264     0.00011816841280002844    
MWEBV         All|All|All                            All                  All      -0.4002417330620056       -2.7598278276837362      -0.019480982565656113     -0.7694641658740149       
Redshift      All|All|All                            All                  All      1.7313312088706578        2.0040803595854584       10.812620780073868        0.5713609764120262        
