#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           4598.146176442154     All      0.7960997713354905        0.24620540103761357        0.3249632372411541        -0.16461707061753705       
Zeropoint     AB|MEGACAMPSF|r           3264.6168638704276    All      -1.3029794319356358       -0.08631690490599198       0.426113126226333         0.41532248381845327        
Zeropoint     AB|MEGACAMPSF|i           3987.1991623948275    All      1.5069028307246755        0.8389644119835893         -0.7524141369544817       -0.25114630472438115       
Check         All|All|All               All                   All      1.00002317012453          0.9988529081152109         -0.0013377734869945979    -0.0004408915234649369     
Lambda        AB|MEGACAMPSF|z           4598.146176442154     All      3.165832561304555e-05     2.447072786306224e-06      -5.009094868108911e-05    -1.1750395047572814e-05    
Lambda        AB|MEGACAMPSF|r           3264.6168638704276    All      -0.0025444545853059194    -0.00028307578844528544    -0.0012602201627076653    0.0006803676334103205      
Lambda        AB|MEGACAMPSF|i           3987.1991623948275    All      0.0007561565822560075     0.0004701610862055487      -0.0009810645835929312    -0.0001369385485350783     
MWEBV         All|All|All               All                   All      -0.5740561899162266       -1.6621702498154534        0.16714623088913624       -0.3469755785887346        
Redshift      All|All|All               All                   All      4.055621213564194         0.702891072831946          3.603871338627877         -0.9312702825212473        
