#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            4596.008463471524     All      0.5662153762844241         0.4062165555954067         -0.5675223433790011       -0.07744279535242364      
Zeropoint     AB|SDSS|SDSS_z            6626.383579312812     All      0.13284124384812354        0.03153150824761752        0.28611771807562913       -0.02023179420981916      
Zeropoint     AB|SDSS|SDSS_g            3517.2608456153635    All      -0.9610051277949169        0.24527936559728403        -0.2305801464538293       0.3826368121589662        
Zeropoint     AB|SDSS|SDSS_i            5573.463562427229     All      1.2604937802683598         0.3150300974985143         0.518154344978794         -0.2848457776898211       
Check         All|All|All               All                   All      0.9985452726059906         0.9980575269388225         0.006169573221592728      0.00011644490690232434    
Lambda        AB|SDSS|SDSS_r            4596.008463471524     All      -0.0003472357187805852     -0.00014326010201997437    -0.0011200334680089086    1.6459619427814427e-05    
Lambda        AB|SDSS|SDSS_z            6626.383579312812     All      -5.6917405740053464e-05    -1.4674781804867795e-05    -0.0001274602345702315    8.071847491551778e-06     
Lambda        AB|SDSS|SDSS_g            3517.2608456153635    All      -0.002028498122581106      0.00022121551980807208     -0.004324669962214895     0.0005398155887836279     
Lambda        AB|SDSS|SDSS_i            5573.463562427229     All      8.515395005018897e-06      3.8878046318791455e-06     0.0005693043504890808     2.3898080014288053e-05    
MWEBV         All|All|All               All                   All      -0.5812961954205638        -2.6821216330596087        0.3417554846896209        -0.6690569824874811       
Redshift      All|All|All               All                   All      8.025155214543004          0.8813608318074984         7.217876125917511         -2.0048681933175265       
