Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 52204.36376696039 0.513221598549606
Redshift 0.026378248648269865 0 F
Color 0.2748453991295944 0.029600730688780243
X0 0.0017919077650548668 5.628678175685354e-05
X1 -3.4826768979220866 0.679895710846559
RestFrameMag_0_UX 17.597503711636847 0.0
RestFrameMag_0_B 17.50603727671792 0.03410476699444632
RestFrameMag_0_V 17.238560759681608 0.0
RestFrameMag_0_R 17.032960934302583 0.0
CovDayMaxDayMax 0.263396409217813 -1
CovDayMaxRestFrameMag_0_B 0.006418158295425934 -1
CovDayMaxX1 -0.1921381336037047 -1
CovDayMaxColor 0.0024256543996044448 -1
CovRestFrameMag_0_BDayMax 0.00641815829542595 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.001163135131745475 -1
CovRestFrameMag_0_BX1 0.0019741760379049685 -1
CovRestFrameMag_0_BColor 0.0008020631651539332 -1
CovX1DayMax -0.19213813360370455 -1
CovX1RestFrameMag_0_B 0.00197417603790499 -1
CovX1X1 0.4622581776275478 -1
CovX1Color 0.0017034866865711553 -1
CovColorDayMax 0.0024256543996044656 -1
CovColorRestFrameMag_0_B 0.0008020631651539334 -1
CovColorX1 0.0017034866865711417 -1
CovColorColor 0.0008762032573096964 -1

dmu_estimate 0.11081833971318092
FirstPhase  -1.767152570485631
LastPhase  11.824327976154075
LatestNegPhase  -0.8025958865323388
EarliestPosPhase  1.1070314877621068
NightsNegPhase  2
NightsPosPhase  5

salt3source   1
salt2_version   salt3-f22
