#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          6345.884690390295    All      0.9313410339073372         0.11970830302736601        0.23796009526511766        -0.2537564162308307       
Zeropoint     AB|DECam|DECam_g          3353.807882043771    All      -0.503823791155835         0.21597247589824065        0.055566266013444304       0.23694099201886565       
Zeropoint     AB|DECam|DECam_r          4457.459826772238    All      -0.14264360326210557       0.4416308758376175         -0.4114181822798309        0.17195771600240595       
Zeropoint     AB|DECam|DECam_i          5415.256942102722    All      0.7073458449845935         0.22139286588025442        0.11708928882845128        -0.15306571548366166      
Check         All|All|All               All                  All      0.9922194844739902         0.9987045206434786         -0.0008025321728176577     0.0020765763067792653     
Lambda        AB|DECam|DECam_z          6345.884690390295    All      -0.00026642025306859837    -5.9412854150815716e-05    -0.0006530723907352627     3.828549882314385e-05     
Lambda        AB|DECam|DECam_g          3353.807882043771    All      -0.0010291273639422087     0.0003729281098653522      -0.00029027581335763135    0.0004437419177125621     
Lambda        AB|DECam|DECam_r          4457.459826772238    All      -0.00032250884050592256    -0.00022353089712488032    -0.001913866230794869      -5.31666873738941e-05     
Lambda        AB|DECam|DECam_i          5415.256942102722    All      0.00015203606204999435     1.6244246551180746e-05     -0.0006929389861996349     -7.515454612643766e-05    
MWEBV         All|All|All               All                  All      -0.4727209834436841        -2.4248705334233733        0.06486184640722549        -0.6329848459354721       
Redshift      All|All|All               All                  All      3.2593006164007647         0.9782886830386417         0.7775589438066468         -0.7083017452966165       
