#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_z          6345.884690390295    All      0.8045964787975671         0.10832347912526075        0.1769322513958449        -0.2189033489352038        
Zeropoint     AB|DECam|DECam_g          3353.807882043771    All      -0.501920965252319         0.23465726446723068        0.34806226791052053       0.25546018254830327        
Zeropoint     AB|DECam|DECam_r          4457.459826772238    All      -0.038409850694291536      0.44318438267545446        -0.4267932876589109       0.1378252615506434         
Zeropoint     AB|DECam|DECam_i          5415.256942102722    All      0.7338135648632059         0.2133939202341395         -0.07498646593873115      -0.1728641011279064        
Check         All|All|All               All                  All      0.9980792277141625         0.9995590465020854         0.023214765708723384      0.0015179940358364674      
Lambda        AB|DECam|DECam_z          6345.884690390295    All      -0.00040574523067562845    -9.336737862795297e-05     -0.0008220038397970082    6.506948729494637e-05      
Lambda        AB|DECam|DECam_g          3353.807882043771    All      -0.0011690024775320464     0.0002445414921296267      -0.001252708491626866     0.0004045351486347858      
Lambda        AB|DECam|DECam_r          4457.459826772238    All      -0.00036490184383108145    -0.00030734822924821745    -0.0021278459634243895    -7.620888677728905e-05     
Lambda        AB|DECam|DECam_i          5415.256942102722    All      1.2370805592399231e-05     -3.111398410333996e-05     -0.0009860317438803007    -5.8166494660371466e-05    
MWEBV         All|All|All               All                  All      -0.47528539205764475       -2.4109969984840163        0.23994261338536882       -0.6198174164145198        
Redshift      All|All|All               All                  All      3.301826297690859          1.3667872721439878         -0.1289744971835982       -0.636061410964503         
