#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_z            7147.805106754248     All      0.09266750069679906        0.0014257493115010789      0.05482067545027219        -0.027274045227560488      
Zeropoint     AB|SDSS|SDSS_g            3794.0295386104817    All      -1.043259242578224         0.4956667786254698         -0.24793108171437747       0.4902148087976626         
Zeropoint     AB|SDSS|SDSS_i            6012.032179694232     All      1.321415881563638          0.10165549175642496        -0.13292695364523105       -0.40324800731485666       
Zeropoint     AB|SDSS|SDSS_r            4957.662407055275     All      0.6260612548986162         0.3999828676318984         0.3278372442961243         -0.05901129797985304       
Check         All|All|All               All                   All      0.9968853945808296         0.9987308873252942         0.0017998843867879644      0.0006814582753924062      
Lambda        AB|SDSS|SDSS_z            7147.805106754248     All      -3.584221899607971e-05     -1.38704125153617e-06      -4.8167122787825665e-05    9.07370746664867e-06       
Lambda        AB|SDSS|SDSS_g            3794.0295386104817    All      -0.0016495896840252107     0.0006552386641117145      -0.0010975935266288013     0.0007017778615598631      
Lambda        AB|SDSS|SDSS_i            6012.032179694232     All      -0.00020406515676814875    -2.6603809836773287e-05    -0.00025832285592189327    4.627723637461762e-05      
Lambda        AB|SDSS|SDSS_r            4957.662407055275     All      -0.00018281572691067498    -0.00010408469725679949    -0.0017103657008916357     -5.0680479273054914e-05    
MWEBV         All|All|All               All                   All      -0.5454961796074294        -3.0539395191981455        0.054196986604164346       -0.8146639584449334        
Redshift      All|All|All               All                   All      5.2028357199351625         0.3166418199711529         7.803724437462103          -1.243349723788828         
