#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|MOSAICII|MOSAICII_I 6581.115280174927 All 3.409354297901896 -1.0079047287546636 3.936800522264093 -1.263165262249635
Zeropoint Linear_AB11_off|MOSAICII|MOSAICII_R 5495.707596052426 All -3.0072038963441514 2.5366292532327286 -6.178559971041977 1.5300880891023223
Check All|All|All All All 0.40215040155774495 1.528724524478065 -2.2417594487778842 0.2669228268526873
