#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_z          6217.251892612113     All      1.042818348854617          0.04087736936977393        0.04425606049474062       -0.3243901951781966        
Zeropoint     AB|DECam|DECam_r          4367.1059113646925    All      -0.6068030147418333        0.5219752416595114         -0.7316653459224165       0.33502934984038224        
Zeropoint     AB|DECam|DECam_g          3285.825289840181     All      -0.31398948162534435       0.16653258215111322        0.4253289647010883        0.1755023231076569         
Zeropoint     AB|DECam|DECam_i          5305.488220303343     All      0.8683756050596579         0.27088569897735226        0.27038557282650366       -0.1825560529658224        
Check         All|All|All               All                   All      0.9904014575470975         1.0002708921577508         0.00830525209991606       0.003585424804020132       
Lambda        AB|DECam|DECam_z          6217.251892612113     All      -0.00041609572475686163    -7.473025587299082e-05     -0.0007552920535709131    7.748874838588134e-05      
Lambda        AB|DECam|DECam_r          4367.1059113646925    All      -0.00015384471623378838    -0.00016878170572321653    -0.0013597056659118327    -6.554288785646556e-05     
Lambda        AB|DECam|DECam_g          3285.825289840181     All      -0.0005319449143567747     0.00035030890894098283     0.0011271389117966434     0.00033767812840843574     
Lambda        AB|DECam|DECam_i          5305.488220303343     All      4.92294692716069e-05       2.804275892911927e-05      -0.0004404317005367191    -2.6555652545934252e-05    
MWEBV         All|All|All               All                   All      -0.40221786821912886       -2.381950216419604         0.05280091735806458       -0.6425076946327102        
Redshift      All|All|All               All                   All      2.3827746914134287         0.3064290124099145         -4.013775286343213        -0.8554504538216725        
