#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_z          6217.251892612113     All      1.0733477010458914         0.068306899015802          0.20892635499075926       -0.3180514304222656        
Zeropoint     AB|DECam|DECam_r          4367.1059113646925    All      -0.4997940664263418        0.48990949827558694        -0.6690834311124197       0.292520890762061          
Zeropoint     AB|DECam|DECam_g          3285.825289840181     All      -0.35844472856678644       0.15619666389028453        0.15961514874827842       0.17475852372494632        
Zeropoint     AB|DECam|DECam_i          5305.488220303343     All      0.7763659927331719         0.2858046014155846         0.3105211487446597        -0.14593485144611365       
Check         All|All|All               All                   All      0.9914748987859348         1.000217662597258          0.009979221371277658      0.0032931326186280974      
Lambda        AB|DECam|DECam_z          6217.251892612113     All      -0.00022078141768543035    -7.641670746812977e-05     -0.0007924104481278486    1.1662696685272084e-05     
Lambda        AB|DECam|DECam_r          4367.1059113646925    All      -0.00030665684701671077    -0.00011098916078664704    -0.0016630969736950477    -1.0480976927087245e-05    
Lambda        AB|DECam|DECam_g          3285.825289840181     All      -0.0007323914795772588     0.00031220957670425003     0.00018670644803699119    0.00034859278164904773     
Lambda        AB|DECam|DECam_i          5305.488220303343     All      0.00014049762421236233     5.057770795138639e-05      -0.0005797816585145202    -5.516286758223623e-05     
MWEBV         All|All|All               All                   All      -0.417479171672025         -2.36336299157216          0.1026901462334154        -0.6292557882300186        
Redshift      All|All|All               All                   All      2.546630980694256          0.36631693907960283        -0.6760376350606573       -0.7403684682794669        
