#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            4930.8684903936755    All      0.7546898098460133         0.33632453042429233        -0.8207986953764617        -0.17290381129911933      
Zeropoint     AB|SDSS|SDSS_i            5979.5398726423555    All      1.1711587115907802         0.15147859913433592        0.5264337287481705         -0.3086510396149658       
Zeropoint     AB|SDSS|SDSS_z            7109.174462184505     All      0.12902058162159408        0.014453299785088802       0.14226835108856842        -0.03096954975158677      
Zeropoint     AB|SDSS|SDSS_g            3773.5245298134914    All      -1.05624821808413          0.49683280952290687        0.15861413288602003        0.5129678058020918        
Check         All|All|All               All                   All      0.9986208849742574         0.9990892388666239         0.006517517346297297       0.00044340513641993873    
Lambda        AB|SDSS|SDSS_r            4930.8684903936755    All      -0.00018844448011220164    -4.734189078472685e-05     -0.0011237604406343835     -4.186511739229897e-06    
Lambda        AB|SDSS|SDSS_i            5979.5398726423555    All      -0.00014677580792690298    -2.3572629472857286e-05    -0.00013491989672152172    3.411047316065056e-05     
Lambda        AB|SDSS|SDSS_z            7109.174462184505     All      -4.380233004866111e-05     -5.312077184608944e-06     -4.9567419130913605e-05    1.032557538863746e-05     
Lambda        AB|SDSS|SDSS_g            3773.5245298134914    All      -0.0014159707758796653     0.0005346348261581097      -0.001324296601225577      0.000576279142563476      
MWEBV         All|All|All               All                   All      -0.5618492090322111        -3.0155964188384843        0.13414000580643817        -0.7932801397429287       
Redshift      All|All|All               All                   All      3.8289903341520923         0.04740068391377861        3.462157219695877          -1.0772879840846836       
