#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4309.452426203323    All      -0.3909274023231326        0.5611825500380974         -0.27461090678451566      0.2978789114435672         
Zeropoint     AB|DECam|DECam_g          3242.446612190604    All      -0.4453351189089608        0.1121546089461134         -0.427416249184364        0.1625191210803962         
Zeropoint     AB|DECam|DECam_z          6135.173223807125    All      1.1557932050914015         0.0695715731259483         -0.9845693405275697       -0.3977549288657102        
Zeropoint     AB|DECam|DECam_i          5235.446436890884    All      0.6664117515646941         0.25688470930127494        1.68366527425848          -0.058262182309448685      
Check         All|All|All               All                  All      0.9859424354240023         0.999793441411434          -0.0029312222379695996    0.004380921348804523       
Lambda        AB|DECam|DECam_r          4309.452426203323    All      -0.00020698398229716163    1.04943226150398e-05       -0.001234233792060461     1.576165322472907e-05      
Lambda        AB|DECam|DECam_g          3242.446612190604    All      -0.0010912007805775558     0.0002381574550755154      -0.001430436157103445     0.00036918191600322444     
Lambda        AB|DECam|DECam_z          6135.173223807125    All      -0.0003280366596995232     -3.3786340135699206e-05    -0.0005018091800553709    7.345357065024044e-05      
Lambda        AB|DECam|DECam_i          5235.446436890884    All      0.00023457729497491664     7.310483648819589e-05      0.0006433057610986118     -2.3889110493879784e-05    
MWEBV         All|All|All               All                  All      -0.43382469308133076       -2.3345309573860717        -0.06276179307716026      -0.6219233322333264        
Redshift      All|All|All               All                  All      4.087076289074753          -0.14310661396361724       -4.304949310748663        -1.5700198562250611        
