#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
57599.75296  17.042  0.043
57599.75446  17.095  0.044
57602.17846  16.828  0.04
57602.17995  16.852  0.04
57611.74998  16.727  0.041
57611.75146  16.756  0.045
57614.73912  16.849  0.047
57614.74061  16.916  0.044
57616.42343  17.032  0.043
57616.42491  16.971  0.041
57628.80521  17.478  0.046
57628.80669  17.516  0.047
57632.40948  17.556  0.046
57632.41096  17.591  0.048
57638.04999  17.809  0.049
57638.05148  17.742  0.048
57643.35486  18.023  0.044
57643.35727  18.064  0.039
57660.00548  18.701  0.056
57660.00788  18.656  0.056
