#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5766.924334558909    All      -2.0014429005428473       2.7417467944259144        -0.33449756360922817      1.5300858399851132         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6905.89759270304     All      2.996846940747309         -1.7347430494998761       0.3400733088480205        -1.52605861463681          
Check         All|All|All                            All                  All      0.9954040402044622        1.0070037449260383        0.00557574523879234       0.004027225348303132       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5766.924334558909    All      0.00023407126037976395    -0.0003080715388038218    -0.0006351509293907266    -0.00020493761449840892    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6905.89759270304     All      -0.0023285278704041814    0.001326169810818245      -0.002406320976841121     0.001083072217392571       
MWEBV         All|All|All                            All                  All      -0.5476231773067775       -3.495143969816894        -0.028987881910033878     -0.9613980887074239        
Redshift      All|All|All                            All                  All      10.402866483622796        -6.4034006745847805       12.013218403173225        -4.938259360577474         
