#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4482.148296240295     All      0.9349343997378337        0.346821795228891          0.7137433224577084         -0.15971653724177087      
Zeropoint     AB|MEGACAMPSF|i           3894.4107688666495    All      1.3693310246117851        0.791766054204146          -0.867444272802912         -0.22684196605265083      
Zeropoint     AB|MEGACAMPSF|r           3178.3462016023955    All      -1.3081842659798597       -0.1404420155559194        0.15232798358310137        0.3871697668321907        
Check         All|All|All               All                   All      0.9960811583697589        0.9981458338771176         -0.001372966762102218      0.000611263537768969      
Lambda        AB|MEGACAMPSF|z           4482.148296240295     All      -4.223154158820643e-05    -1.1641739535749761e-05    -0.00040999869880147417    -8.332253968516386e-06    
Lambda        AB|MEGACAMPSF|i           3894.4107688666495    All      0.001218092254733536      0.0007658377969202664      -0.0019011075993993008     -0.0002321518563293074    
Lambda        AB|MEGACAMPSF|r           3178.3462016023955    All      -0.002663573107022451     -0.00028785686121261594    0.0001889763307457841      0.0007822820857074944     
MWEBV         All|All|All               All                   All      -0.6340396148705455       -1.600622129537399         0.098166633880877          -0.31046699864012167      
Redshift      All|All|All               All                   All      6.4952214495589775        1.3653771849680751         1.9008848274201782         -1.5861312844411526       
