#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_g          3448.951368059197    All      -0.5279043649854616        0.26599994366858226        0.11944629004391588       0.2639310913322672        
Zeropoint     AB|DECam|DECam_z          6525.909787990019    All      0.8231140896193603         0.11631810584233904        0.9689714968043628        -0.1869859572360989       
Zeropoint     AB|DECam|DECam_i          5568.881252516984    All      0.7520826860106131         0.18247876574282174        -0.9994492799269299       -0.23013956730220875      
Zeropoint     AB|DECam|DECam_r          4583.912587815422    All      -0.052643932512106806      0.43409812846988416        -0.08333173491464115      0.1548291899995717        
Check         All|All|All               All                  All      0.9946484781324051         0.9988949437236272         0.005636772006707688      0.0016347567935312834     
Lambda        AB|DECam|DECam_g          3448.951368059197    All      -0.0007003690034297237     0.00031191713594584214     -0.0002657999887057861    0.00031787346609865575    
Lambda        AB|DECam|DECam_z          6525.909787990019    All      -0.0001851803291217616     -4.4834682627978704e-05    -0.0004532130208501861    2.5490378709220645e-05    
Lambda        AB|DECam|DECam_i          5568.881252516984    All      -4.9097663495482895e-05    -1.7773244141044777e-05    -0.0006444838485041021    -1.855696022495892e-05    
Lambda        AB|DECam|DECam_r          4583.912587815422    All      -0.00030265462553051483    -0.00015847404129832912    -0.001885100859520857     -3.715903372057711e-05    
MWEBV         All|All|All               All                  All      -0.5077950393113371        -2.5177746918160437        0.05524323839220887       -0.6522512471807733       
Redshift      All|All|All               All                  All      4.311837247044774          0.1343504366229098         -1.621681622905583        -1.4331130921042112       
