#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_z            6992.702574198205     All      0.23247072412648362        0.029561849050097067       0.6668347379810762         -0.03633632442116583       
Zeropoint     AB|SDSS|SDSS_g            3711.7016657541194    All      -0.9153817961486397        0.4550799308772113         0.2858582854745949         0.45916101372503926        
Zeropoint     AB|SDSS|SDSS_r            4850.084488602301     All      0.3352160148504582         0.3553902029802103         -0.7248641982804872        -0.025775963203477092      
Zeropoint     AB|SDSS|SDSS_i            5881.575150864799     All      1.3454123514998928         0.1590775147965573         -0.2163951626799279        -0.39608500781449046       
Check         All|All|All               All                   All      0.9977172943281951         0.999109497704076          0.011433662495255986       0.0009637182859058568      
Lambda        AB|SDSS|SDSS_z            6992.702574198205     All      -0.00010935975548690145    -1.552851664696019e-05     -0.00036157047795972325    1.4428691648032302e-05     
Lambda        AB|SDSS|SDSS_g            3711.7016657541194    All      -0.0017430698248359696     0.0005951049145211443      -0.0008512275871879532     0.000723634058603376       
Lambda        AB|SDSS|SDSS_r            4850.084488602301     All      -2.31349888435077e-05      -2.8633671874024717e-05    -0.0005896307900676667     -2.8103616048790673e-05    
Lambda        AB|SDSS|SDSS_i            5881.575150864799     All      -0.0002510493595874417     -1.2294746180418167e-05    0.00032799251663168853     9.240703198226869e-05      
MWEBV         All|All|All               All                   All      -0.5222875083301561        -2.938743381796094         0.15924416541109027        -0.780012841304436         
Redshift      All|All|All               All                   All      6.377438695024849          -0.1364788896676572        10.497459890313282         -1.6533438370422107        
