#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4578.392540072072    All      0.07253672972972153        0.38028545443786754        -0.415461822651762        0.08170373127193963       
Zeropoint     AB|DECam|DECam_z          6518.051144765834    All      0.8620529756086268         0.16599444265743557        1.5411725972719073        -0.15795370916121823      
Zeropoint     AB|DECam|DECam_i          5562.17508397602     All      0.6206733123597158         0.15841697925189635        -1.4660453643186493       -0.21599496678158775      
Zeropoint     AB|DECam|DECam_g          3444.798065427122    All      -0.5601471830622167        0.2937341822345729         0.34506325986317776       0.29353584100913516       
Check         All|All|All               All                  All      0.9951158346358474         0.9984310585817724         0.0047286701646735985     0.0012908963382687877     
Lambda        AB|DECam|DECam_r          4578.392540072072    All      -0.00035273089177707427    -0.00018062226928952814    -0.0023015016083389943    -4.664400581592708e-05    
Lambda        AB|DECam|DECam_z          6518.051144765834    All      -0.0001967602488310825     -4.667221937918943e-05     -0.0005360977788681691    2.496502727913808e-05     
Lambda        AB|DECam|DECam_i          5562.17508397602     All      -3.041495877122079e-07     -1.278945201819605e-06     -0.0004313530797304309    -1.956682981666985e-05    
Lambda        AB|DECam|DECam_g          3444.798065427122    All      -0.0007539224001499226     0.00037546483565831603     0.00011402926344028489    0.0003729671807490416     
MWEBV         All|All|All               All                  All      -0.5205891405110785        -2.5074956217641997        0.10873105339888832       -0.6423486406962455       
Redshift      All|All|All               All                  All      4.606286277232332          0.045082879567637235       -2.162884652848332        -1.5822536140406893       
