#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_g          3554.8402258504884    All      -0.6310877504844152        0.3515812547499664         -0.1361213188456681       0.3140131545773697         
Zeropoint     AB|DECam|DECam_i          5739.855676936365     All      0.5827417125031835         0.05948722937816342        -1.777992842354676        -0.24978485424352143       
Zeropoint     AB|DECam|DECam_z          6726.266667445853     All      0.8982079640256333         0.1368461875562943         1.215534455955563         -0.1937568586330381        
Zeropoint     AB|DECam|DECam_r          4724.646746213263     All      0.1460032281880731         0.4508690018523609         0.7062688715570772        0.130822348230491          
Check         All|All|All               All                   All      0.9958651542324749         0.998783673536785          0.007689166312296103      0.0012937899313011925      
Lambda        AB|DECam|DECam_g          3554.8402258504884    All      -0.0012283793162382005     0.0005526055469957401      -0.0015453487551045587    0.0005111635452067153      
Lambda        AB|DECam|DECam_i          5739.855676936365     All      -0.00015425960975393586    -2.8199672389486187e-05    0.0003988367604300109     5.886012167536195e-05      
Lambda        AB|DECam|DECam_z          6726.266667445853     All      -0.0006011648683218083     -0.00010692123264670357    -0.0010030374169401795    0.00011623045913820851     
Lambda        AB|DECam|DECam_r          4724.646746213263     All      -7.562762578790979e-05     -2.515339432670498e-05     -0.0006553024185894725    -1.2802019506694764e-05    
MWEBV         All|All|All               All                   All      -0.4734040349470372        -2.650158732176777         0.09659435225013058       -0.7047300556910333        
Redshift      All|All|All               All                   All      5.097596935438874          -0.08232849428964073       3.9056433569642874        -1.512981201897201         
