#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_z          6593.245056653716    All      0.6272919089253803         0.06539584994627035        0.14341872414259937        -0.17662791328064298       
Zeropoint     AB|DECam|DECam_g          3484.538140558518    All      -0.547937801752618         0.2297272945869011         -0.22523455806927606       0.2432599224377942         
Zeropoint     AB|DECam|DECam_r          4631.210052178091    All      0.3892083293640037         0.5756808161855531         1.5608583045377822         0.13039416108899857        
Zeropoint     AB|DECam|DECam_i          5626.341764150865    All      0.5294778780885723         0.12613864645381057        -1.4769945434043918        -0.1972923400915842        
Check         All|All|All               All                  All      0.9980403146253385         0.9969426071725351         0.00204792720671354        -0.0002661698454343997     
Lambda        AB|DECam|DECam_z          6593.245056653716    All      -0.0002066807824784264     -1.9350991624921945e-05    -5.106800731771163e-05     5.874054522833158e-05      
Lambda        AB|DECam|DECam_g          3484.538140558518    All      -0.0009147536706318835     0.00045755014560940944     -3.2501682580802243e-05    0.00044555409958557755     
Lambda        AB|DECam|DECam_r          4631.210052178091    All      -0.00032305739577279666    -0.00013867482220420615    -0.0014485914421260477     -4.584512704455399e-06     
Lambda        AB|DECam|DECam_i          5626.341764150865    All      -0.00019188138694005612    -8.604124235219086e-05     -0.0010616316874651676     -1.2900129183994375e-05    
MWEBV         All|All|All               All                  All      -0.5548942786352753        -2.581095394343791         -0.24867747383159333       -0.6710976969457473        
Redshift      All|All|All               All                  All      5.610317216377733          -0.281782345040682         -1.5369963380400364        -1.9878397588696743        
