#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  Krisciunas
@BAND  Bessell12_B
@MAGSYS  Linear_AB11_off
52171.35000000009  14.048  0.013
52174.310000000056  13.38  0.012
52177.33999999985  13.005  0.015
52178.31999999983  12.894  0.023
52179.310000000056  12.849  0.026
52183.33999999985  12.844000000000001  0.019
52183.35999999987  12.814  0.013
52184.37999999989  12.832  0.013
52186.299999999814  12.939  0.009
52189.24000000022  13.145  0.014
52189.25999999978  13.133000000000001  0.014
52189.330000000075  13.166  0.007
52189.35000000009  13.144  0.014
52190.220000000205  13.219000000000001  0.014
52190.35000000009  13.255  0.014
52191.220000000205  13.321  0.014
52191.35000000009  13.343  0.014
52192.330000000075  13.445  0.016
52192.35000000009  13.399000000000001  0.014
52193.220000000205  13.535  0.014
52193.35000000009  13.558  0.014
52194.279999999795  13.645  0.014
52195.25  13.769  0.027
52195.330000000075  13.775  0.014
52197.20999999996  13.987  0.014
52198.20999999996  14.086  0.014
52198.299999999814  14.133  0.008
52201.310000000056  14.483  0.012
52204.279999999795  14.765  0.016
52207.27000000002  15.039  0.012
52210.31999999983  15.292  0.013
52213.18000000017  15.485  0.015
52216.22999999998  15.659  0.011
52222.25  15.931999999999999  0.02
52225.220000000205  15.996999999999998  0.012
52228.22999999998  16.089000000000002  0.016
52231.20999999996  16.14  0.017
52234.22999999998  16.161  0.016
52237.22999999998  16.215  0.017
52240.22999999998  16.238  0.02
52243.20999999996  16.293  0.021
52246.279999999795  16.349  0.038
52289.14000000013  16.924  0.013
52324.049999999814  17.5  0.011
